#tags: CSCI50.01 CSCI50.01-Module5
#tags column: 3
#deck: "CSCI 50.01 Module 5"
#separator: comma
"comparch: “Test I/O” is in what category of opcode?","input/output or I/O","computer-architecture operations I/O"
"comparch: “Jump” is in what category of opcode?","transfer of control","computer-architecture operations transfer-of-control"
"comparch: “Jump Conditional” is in what category of opcode?","transfer of control","computer-architecture operations transfer-of-control"
"comparch: “Jump to Subroutine” is in what category of opcode?","transfer of control","computer-architecture operations transfer-of-control"
"comparch: “Return” is in what category of opcode?","transfer of control","computer-architecture operations transfer-of-control"
"comparch: “Execute” is in what category of opcode?","transfer of control","computer-architecture operations transfer-of-control"
"comparch: “Skip” is in what category of opcode?","transfer of control","computer-architecture operations transfer-of-control"
"comparch: “Skip Conditional” is in what category of opcode?","transfer of control","computer-architecture operations transfer-of-control"
"comparch: “Halt” is in what category of opcode?","transfer of control","computer-architecture operations transfer-of-control"
"comparch: “Wait” is in what category of opcode?","transfer of control","computer-architecture operations transfer-of-control"
"comparch: “No Operation” is in what category of opcode?","transfer of control","computer-architecture operations transfer-of-control"
"comparch: opcode that transfers word or block from source to destination","Move (transfer)","computer-architecture operations data-transfer"
"comparch: opcode that transfers word from processor to memory","Store","computer-architecture operations data-transfer"
"comparch: opcode that transfers word from memory to processor","Load (fetch)","computer-architecture operations data-transfer"
"comparch: opcode that swaps contents of sourcce and destination","Exchange","computer-architecture operations data-transfer"
"comparch: opcode that transfers word of 0’s to destination","Clear (reset)","computer-architecture operations data-transfer"
"comparch: opcode that transfers word of 1’s to destination","Set","computer-architecture operations data-transfer"
"comparch: opcode that transfers word from source to top of stack","Push","computer-architecture operations data-transfer"
"comparch: opcode that transfers word from top of stack to destination","Pop","computer-architecture operations data-transfer"
"comparch: opcode that computes the sum of two operands","Add","computer-architecture operations arithmetic"
"comparch: opcode that computes the difference of two operands","Subtract","computer-architecture operations arithmetic"
"comparch: opcode that computes the product of two operands","Multiply","computer-architecture operations arithmetic"
"comparch: opcode that computes the quotient of two operands (and remainder if applicable)","Divide","computer-architecture operations arithmetic"
"comparch: opcode that replaces operands with its absolute value","Absolute","computer-architecture operations arithmetic"
"comparch: opcode that changes the sign of operand","Negate","computer-architecture operations arithmetic"
"comparch: opcode that adds 1 to operand","Increment","computer-architecture operations arithmetic"
"comparch: opcode that subtracts 1 from operand","Decrement","computer-architecture operations arithmetic"
"comparch: opcode that performs logical AND","AND","computer-architecture operations logical"
"comparch: opcode that performs logical OR","OR","computer-architecture operations logical"
"comparch: opcode that performs logical NOT","NOT (complement)","computer-architecture operations logical"
"comparch: opcode that performs logical XOR","Exclusive-OR","computer-architecture operations logical"
"comparch: opcode that tests specified condition","Test","computer-architecture operations logical"
"comparch: opcode that makes logical or arithmetic comparison of two or more operands","Compare","computer-architecture operations logical"
"comparch: opcode that controls variables class of instructions","Set","computer-architecture operations logical"
"comparch: opcode that left/right shifts operand, introducing constants at the end","Shift","computer-architecture operations logical"
"comparch: opcode that left/right shifts operand, with wraparound end","Rotate","computer-architecture operations logical"
"comparch: opcode that translates values in a section of memory","Translate","computer-architecture operations conversion"
"comparch: opcode that converts the contents of a word from one form to another","Convert","computer-architecture operations conversion"
"comparch: opcode that transfers data from specified I/O port/device to destination","Input (read)","computer-architecture operations I/O"
"comparch: opcode that transfers data from specified source to I/O port or device","Output (write)","computer-architecture operations I/O"
"comparch: opcode that transfers instructions to I/O processor","Start I/O","computer-architecture operations I/O"
"comparch: opcode that transfers status information from I/O system to specified destination","Test I/O","computer-architecture operations I/O"
"comparch: opcode that does unconditional transfer, then load PC with specified address","Jump (Branch)","computer-architecture operations transfer-of-control"
"comparch: opcode that tests specified condition then either load PC with specified address or do nothing","Jump Conditional","computer-architecture operations transfer-of-control"
"comparch: opcode that places current program control information in known location, then jump to specified address","Jump to Soubtroutine","computer-architecture operations transfer-of-control"
"comparch: opcode that replaces contents of PC and other register from known location","Return","computer-architecture operations transfer-of-control"
"comparch: opcode that fetches operand from specified location and execute as instruction","Execute","computer-architecture operations transfer-of-control"
"comparch: opcode that increments PC to skip next instruction","Skip","computer-architecture operations transfer-of-control"
"comparch: opcode that tests specified condition and either skip or do nothing","Skip Conditional","computer-architecture operations transfer-of-control"
"comparch: opcode that stops program execution","Halt","computer-architecture operations transfer-of-control"
"comparch: opcode that stops program execution, tests a specified condition repeatedly, and resume execution when condition is satisfied","Wait (hold)","computer-architecture operations transfer-of-control"
"comparch: opcode where no operation is performed, but program execution is continued","No Operation","computer-architecture operations transfer-of-control"
